return,normalized_return,success,progress,violations,switches,retries,unnecessary_switches,unnecessary_retries,expected_regret,recovery_lag,task,condition,episodes,controller_ms,latency_s,prompt_tokens,completion_tokens,errors,advice_agreement
0.03333333333333361,0.0030864197530864382,0.0,1.4444444444444444,0.0,1.1111111111111112,0.6666666666666666,0.7777777777777778,0.6666666666666666,7.901666666666666,1.6666666666666667,tools,fly,9,0.6627893313567189,1.0425347330014187,1035.7592592592594,6.0,0,0.05555555555555555
-0.16666666666666638,-0.015432098765432077,0.0,1.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,7.941666666666666,2.0,tools,rewired,9,0.7111952220805472,1.0962006011654415,1035.8703703703704,6.0,0,0.05555555555555555
0.06666666666666686,0.006172839506172855,0.0,1.4444444444444444,0.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,7.894444444444444,1.6111111111111112,tools,fly_reset,9,0.6480594467440689,1.3804837006108654,1035.7222222222222,6.0,0,0.05555555555555555
-0.4666666666666665,-0.04320987654320986,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,7.381666666666665,2.1666666666666665,tools,fly_disconnected,9,0.7217585559744664,1.1399017408311247,1030.3333333333333,6.0,0,0.0
2.9749999999999996,0.1566358024691358,0.5,3.0,0.0,0.8333333333333334,0.3333333333333333,0.0,0.3333333333333333,3.6908333333333325,1.1666666666666667,pooled,alone,18,0.11039355578961679,1.1718020146393058,1031.388888888889,6.0,0,0.0
3.7350000000000003,0.2044135802469136,0.3333333333333333,3.0,0.16666666666666666,1.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.970833333333333,1.0833333333333333,pooled,simple,18,0.1457068151298531,1.2489242519524717,1036.888888888889,6.0,0,0.19444444444444445
3.8127777777777783,0.2087345679012346,0.3888888888888889,3.0555555555555554,0.1111111111111111,1.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.970833333333333,1.0833333333333333,pooled,random,18,0.6552384352458089,1.0794552172225882,1036.9166666666667,6.0,0,0.19444444444444445
3.835,0.21367283950617288,0.3333333333333333,3.0555555555555554,0.16666666666666666,1.5555555555555556,0.3333333333333333,0.3888888888888889,0.3333333333333333,3.950833333333333,0.9166666666666666,pooled,fly,18,0.6273418324848602,1.046151991871065,1036.7962962962963,6.0,0,0.18518518518518517
3.81,0.20858024691358024,0.4444444444444444,3.111111111111111,0.05555555555555555,1.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.970833333333333,1.0833333333333333,pooled,rewired,18,0.7154814989512993,1.223885803257333,1036.962962962963,6.0,0,0.19444444444444445
3.926111111111112,0.21935185185185188,0.4444444444444444,3.0555555555555554,0.05555555555555555,1.2777777777777777,0.3888888888888889,0.3888888888888889,0.3888888888888889,3.947222222222223,0.8888888888888888,pooled,fly_reset,18,0.6588723163413642,1.4426506164713322,1036.8333333333333,6.0,0,0.2037037037037037
2.9749999999999996,0.1566358024691358,0.5,3.0,0.0,0.8333333333333334,0.3333333333333333,0.0,0.3333333333333333,3.6908333333333325,1.1666666666666667,pooled,fly_disconnected,18,0.6947724261273699,1.204525998129544,1031.388888888889,6.0,0,0.0
